loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
930,1,Not Graduate,Yes,1060169,444722,13,787,1797854,658776,15424094,10363031,Rejected
931,0,Not Graduate,Yes,958058,305147,19,701,1607147,706254,38492777,13611189,Approved
932,2,Graduate,No,763549,427358,14,579,380303,277465,7776480,12488368,Approved
933,1,Graduate,No,815961,563765,19,660,2131680,413316,37599935,9008109,Approved
934,0,Not Graduate,Yes,826649,589565,20,638,2467673,445233,18939020,11858297,Rejected
935,3,Graduate,Yes,1127569,234495,17,797,1263052,599180,15507125,7456077,Approved
936,0,Not Graduate,No,500750,226184,15,816,2139206,770652,23838010,11156456,Rejected
937,4,Not Graduate,No,286458,283446,10,583,971268,492466,16734026,672558,Approved
938,3,Not Graduate,No,247627,223476,17,555,1999665,249265,30009045,10657004,Approved
939,0,Graduate,Yes,1126864,147381,6,798,1055942,418892,10368984,8223234,Approved
940,1,Graduate,No,1092349,484659,17,869,406386,647079,16548125,8459405,Rejected
941,3,Graduate,No,535607,515048,11,658,1368939,480510,35778569,8328344,Rejected
942,0,Graduate,Yes,1188126,346688,13,642,1548649,190200,13951780,1841792,Approved
943,1,Graduate,Yes,445941,463134,16,725,811993,165425,12196216,12809089,Rejected
944,3,Not Graduate,No,787667,190602,19,851,1610375,502040,14901984,10282990,Rejected
945,1,Graduate,Yes,268730,444962,17,671,2699967,260499,27631811,1451476,Approved
946,5,Graduate,Yes,572843,309698,16,792,2208159,522619,1916506,11201133,Rejected
947,3,Graduate,Yes,325544,406550,7,830,2710923,319831,14015965,276605,Rejected
948,4,Graduate,Yes,419343,154041,7,664,694740,255024,3437576,4104717,Rejected
949,3,Graduate,No,946466,357868,9,586,2337861,291193,36085489,14242868,Approved
950,4,Not Graduate,No,258153,254490,6,561,407648,475833,12137792,230861,Rejected
951,1,Not Graduate,Yes,1114210,205680,18,793,1973778,470128,9535769,14772253,Rejected
952,3,Graduate,No,847182,435912,10,900,857337,485559,11012479,6624133,Approved
953,4,Not Graduate,Yes,610224,539842,12,560,2787340,716952,24912504,12874695,Approved
954,2,Not Graduate,No,921113,239541,18,715,1924131,390739,3967072,8704016,Rejected
955,1,Graduate,No,556203,506312,12,568,1863733,65860,20877059,5667588,Rejected
956,1,Not Graduate,No,262187,456883,13,896,688540,282402,10731291,14030521,Approved
957,5,Graduate,Yes,527038,393435,18,792,1276326,557475,21831367,5515777,Approved
958,5,Graduate,No,1017557,311475,17,626,2791777,258565,35719616,8000193,Approved
959,4,Not Graduate,No,350090,107765,20,739,1123641,465266,21421663,14942533,Approved
960,4,Graduate,No,328412,546219,14,763,366421,680445,23886103,14606524,Approved
961,5,Graduate,Yes,480295,553914,6,577,2423598,551414,9690881,10416114,Approved
962,2,Graduate,Yes,410304,500285,11,736,2928566,586558,21518101,5312712,Rejected
963,1,Graduate,No,871775,371598,19,583,2276592,598650,30867285,8762626,Approved
964,4,Not Graduate,Yes,596750,532721,17,595,1760695,704369,15278552,10573769,Rejected
965,0,Graduate,Yes,1158623,379351,14,885,2982443,185047,38271306,13256105,Approved
966,4,Graduate,No,929032,500368,16,899,1282220,183115,4998412,8533700,Rejected
967,0,Graduate,No,986310,504358,9,686,1168629,338956,9823789,2765811,Rejected
968,5,Graduate,No,673853,435315,16,775,1378412,103919,33754383,99117,Approved
969,2,Not Graduate,No,591411,564754,14,758,2964183,532413,13269640,2560231,Rejected
970,0,Graduate,Yes,496377,222330,6,686,2420886,577173,32924670,3667285,Rejected
971,3,Not Graduate,No,217136,422061,19,756,2454568,350758,2247167,12810224,Rejected
972,4,Graduate,No,492496,170546,17,882,2971247,55211,5530043,207073,Approved
973,2,Graduate,Yes,345431,213011,15,619,1141580,337040,5710849,1887475,Rejected
974,2,Not Graduate,Yes,749689,478936,7,563,873572,448970,24677534,6640494,Rejected
975,2,Graduate,No,837883,266728,7,685,1907483,302334,20540771,7345088,Rejected
976,5,Graduate,Yes,332800,213718,10,562,2958958,97487,38843356,14858440,Approved
977,4,Not Graduate,Yes,448115,218747,19,684,2910005,290584,6800567,11164623,Rejected
978,2,Graduate,Yes,1010247,442382,10,897,1742799,72526,2708544,565636,Rejected
979,5,Not Graduate,No,266029,111764,8,683,1376789,665073,15520310,4988859,Approved
980,2,Graduate,Yes,796611,170218,10,597,1442139,670173,21267509,10528108,Approved
981,0,Not Graduate,No,799086,444756,10,595,2142672,593372,31873094,1294830,Approved
982,0,Not Graduate,Yes,981796,376663,16,693,2895976,568599,11637369,1361411,Approved
983,0,Not Graduate,Yes,907604,292793,12,650,308726,128434,7404706,5921837,Approved
984,1,Graduate,No,609191,531152,16,707,2742911,81066,33914459,5851392,Approved
985,3,Not Graduate,Yes,827134,137944,17,552,1722955,129578,29078295,5740530,Approved
986,2,Not Graduate,No,701952,539750,11,790,1849722,619297,39688728,198582,Approved
987,3,Graduate,Yes,1165873,286775,14,642,679180,444790,10850988,551822,Approved
988,0,Graduate,Yes,646950,115073,12,609,1256099,223908,37422400,13716291,Rejected
989,0,Graduate,No,1195944,231916,13,620,487424,95403,38050055,12477604,Rejected
990,2,Not Graduate,No,871440,246519,6,635,2077689,102293,17978324,12121336,Rejected
991,5,Graduate,No,389437,425264,8,723,2178283,123721,7512969,14474037,Approved
992,5,Not Graduate,No,1112334,160085,10,689,1937869,81995,13383731,11983789,Rejected
993,2,Not Graduate,Yes,785366,329240,15,817,2583973,169631,5297281,12876555,Approved
994,1,Not Graduate,No,980776,229808,18,674,707300,135111,15902816,10381055,Rejected
995,0,Graduate,Yes,671579,459240,15,886,2739494,556801,10153900,9530228,Rejected
996,2,Not Graduate,No,1160542,222262,10,803,2982213,750083,454337,14646549,Approved
997,4,Not Graduate,Yes,430834,169405,13,891,2988823,58065,16320634,10867466,Approved
998,4,Not Graduate,No,807597,273430,6,895,2101113,233141,9299083,11537194,Approved
999,2,Graduate,Yes,220565,352458,18,690,1146295,98351,37885054,8747342,Approved
1000,1,Graduate,No,489094,184519,20,643,2041086,446472,4675454,3898824,Approved
1001,3,Graduate,Yes,501280,326390,9,703,692252,455864,368717,11880689,Rejected
1002,3,Not Graduate,No,629983,562618,19,672,2435432,543882,4084517,192807,Approved
1003,0,Not Graduate,Yes,369626,258316,20,719,2897147,389192,2242090,4536097,Rejected
1004,0,Graduate,No,538400,105791,10,697,1278107,717238,25083529,12623647,Approved
1005,1,Not Graduate,Yes,848235,306172,13,857,1220560,593134,20361550,6074274,Rejected
1006,3,Not Graduate,Yes,728155,148815,8,607,1244646,642045,10963203,9200916,Approved
1007,3,Not Graduate,Yes,528427,570031,9,735,1710885,449174,7171804,1846056,Rejected
1008,2,Graduate,No,638893,126267,20,897,1059611,576565,23229980,2892598,Approved
1009,3,Graduate,Yes,354446,514608,11,603,1361102,130475,16096093,5042916,Approved
1010,0,Not Graduate,Yes,353782,169031,6,679,2743066,349849,35719976,5431587,Rejected
1011,0,Graduate,Yes,454912,370266,11,579,587167,260488,21977851,9851046,Approved
1012,5,Graduate,Yes,845857,196352,10,553,2809740,190116,35242939,14156871,Approved
1013,4,Graduate,Yes,944195,518784,13,726,2145648,790538,5143092,4531912,Rejected
1014,0,Not Graduate,No,834116,277150,18,601,1497498,722973,13265790,14014343,Rejected
1015,5,Not Graduate,Yes,254722,132956,19,886,2949007,379849,12193252,7022296,Approved
1016,4,Graduate,No,297986,407348,18,634,454922,660771,31441525,13567506,Rejected
1017,0,Graduate,No,952764,160551,17,614,1135574,421410,20752228,11230415,Rejected
1018,0,Not Graduate,Yes,720925,407830,16,743,2090364,577603,14110098,12960473,Rejected
1019,4,Not Graduate,No,321239,500048,7,852,2805908,395069,10680834,144784,Rejected
1020,5,Not Graduate,Yes,1002839,382564,13,569,316385,341548,13749084,12435181,Approved
1021,5,Not Graduate,Yes,646905,116973,8,572,1728706,407228,5351625,1754812,Rejected
1022,5,Graduate,No,537214,507402,6,821,1118853,594664,7498308,13257372,Rejected
1023,2,Graduate,Yes,435299,356063,18,583,2232728,682364,22463420,9419136,Approved
1024,0,Not Graduate,No,325146,487324,8,813,899020,434137,16507830,1248636,Rejected
1025,1,Not Graduate,Yes,419944,547218,17,651,2204087,99868,2204725,9761868,Rejected
1026,5,Graduate,No,360225,223025,16,839,1806750,684547,10988485,7569297,Approved
1027,3,Not Graduate,Yes,262116,113009,12,584,886552,220411,12081604,8016613,Rejected
1028,5,Graduate,No,1168252,468903,13,678,1570018,315593,1415449,3943423,Approved
1029,0,Graduate,No,1194715,134719,20,817,629927,74251,11716799,11555944,Rejected
1030,0,Not Graduate,No,1026122,175779,16,661,1843998,178270,33427971,5935222,Rejected
1031,3,Not Graduate,Yes,725081,266991,17,590,1154994,548071,31508934,1541786,Rejected
1032,1,Not Graduate,Yes,751399,347187,15,727,321523,298509,12200785,1401814,Approved
1033,0,Graduate,No,261041,494227,9,612,2403985,477190,36435692,13718812,Approved
1034,5,Graduate,No,748952,274615,16,764,1687198,379306,22533293,6919105,Rejected
1035,5,Not Graduate,No,543692,497816,14,664,2736255,263343,32894011,2235944,Rejected
1036,4,Not Graduate,No,1170712,309197,20,655,516310,236236,11866311,3454091,Approved
1037,5,Graduate,No,347909,372917,12,884,2885963,266684,31070240,10899933,Approved
1038,5,Not Graduate,No,264137,336108,17,793,2308256,186843,21996064,6233948,Approved
1039,3,Not Graduate,No,257159,351144,19,680,2689516,135329,23242689,11656282,Approved
1040,1,Not Graduate,No,613660,150646,7,607,2336045,666550,1341073,13431576,Approved
1041,1,Not Graduate,Yes,667993,406369,18,725,482747,297546,1927229,2596535,Rejected
1042,1,Graduate,No,1099831,106685,8,593,616103,558625,19807375,35687,Approved
1043,0,Not Graduate,Yes,303887,219433,8,681,2140826,225399,11243671,5687334,Rejected
1044,3,Graduate,No,742939,343706,7,888,1322851,136266,15917640,9148149,Rejected
1045,3,Not Graduate,No,882150,543173,19,746,1931281,787702,20647743,3096735,Approved
1046,3,Graduate,No,645035,470604,13,551,875051,160422,39133297,14033583,Approved
1047,0,Not Graduate,Yes,968760,558603,11,674,2534483,428727,20389497,8637118,Rejected
1048,1,Graduate,Yes,533071,485448,6,693,1801310,344890,1527559,10356911,Approved
1049,0,Not Graduate,No,341519,163028,9,876,2004212,243362,7116323,10600440,Rejected
1050,0,Graduate,Yes,226375,366349,8,800,980934,276517,1358591,6098497,Rejected
1051,0,Graduate,Yes,526145,416392,13,803,1024001,571192,28323692,10351184,Rejected
1052,0,Graduate,Yes,870039,198067,8,673,2292869,593949,28252356,7242848,Approved
1053,0,Graduate,No,1109796,383097,11,611,1862093,358754,23870677,8956870,Rejected
1054,2,Graduate,Yes,954252,205291,9,778,1929820,223078,27391491,5297490,Rejected
1055,1,Not Graduate,Yes,666956,471979,15,815,1313551,461877,20162906,2258275,Approved
1056,3,Graduate,Yes,301234,297387,8,874,1776449,697367,15304227,2783001,Rejected
1057,1,Not Graduate,Yes,600913,524200,12,837,1514302,551177,34360944,3520813,Approved
1058,2,Graduate,No,282190,369078,17,643,2324556,534692,24975389,986316,Rejected
1059,1,Graduate,Yes,1051334,160607,19,775,1760282,183734,38646466,12931780,Approved
1060,2,Not Graduate,No,1175451,276886,14,888,2411631,352338,26477646,13051865,Approved
1061,3,Graduate,Yes,464438,165013,11,614,408890,352124,8527193,9073445,Rejected
1062,1,Graduate,Yes,1052079,188576,7,683,2287315,168627,15627512,2321382,Approved
1063,4,Graduate,Yes,933364,304320,8,692,949108,128607,28340299,5023314,Approved
1064,1,Graduate,No,316094,433870,13,615,2110694,598811,14641525,12732082,Approved
1065,3,Not Graduate,No,1044433,556225,17,783,549541,783626,33594851,4438493,Approved
1066,3,Graduate,Yes,577796,261276,6,722,2968632,731362,969579,3581012,Rejected
1067,2,Graduate,Yes,230364,185184,13,767,2190055,604410,13839739,2888048,Approved
1068,1,Not Graduate,No,653214,460611,16,757,495696,449550,37613588,1591658,Approved
1069,0,Not Graduate,No,660717,338197,13,753,969757,609625,35020980,10965036,Rejected
1070,1,Graduate,Yes,647353,513612,13,856,1078583,96205,34014528,2943430,Approved
1071,4,Not Graduate,Yes,463955,127600,15,646,2502253,406562,18338613,7743781,Rejected
1072,3,Not Graduate,No,772377,209744,20,595,2363639,299907,3037011,14319185,Approved
1073,2,Graduate,No,560773,570457,7,559,2274082,662864,39133158,8344033,Approved
1074,1,Not Graduate,No,223232,370899,7,585,2045846,460448,36034329,7131569,Rejected
1075,1,Graduate,No,610411,238178,11,818,1895158,505665,3319475,419911,Approved
1076,5,Graduate,No,496444,159001,20,557,2778538,227859,25964250,5401156,Approved
1077,3,Not Graduate,No,1045289,366858,14,873,868703,524270,24443496,5233976,Rejected
1078,2,Not Graduate,Yes,620171,196008,9,869,2336807,589367,2479739,3337323,Approved
1079,4,Not Graduate,No,819154,283165,10,556,645401,330452,7174194,6328999,Approved
1080,0,Graduate,No,628716,480525,13,800,1565740,557717,32847241,625075,Approved
1081,0,Graduate,No,1174467,315124,17,640,1108940,507771,29375033,2112773,Approved
1082,2,Not Graduate,No,620013,351046,9,570,2752278,568878,7144563,4864509,Approved
1083,3,Graduate,No,381820,532554,15,661,2155530,440756,25523158,11613580,Rejected
1084,5,Not Graduate,No,775321,363738,12,728,1267030,766359,5898344,4321158,Rejected
1085,3,Graduate,No,601719,401178,9,849,2849301,553006,32592052,2383322,Rejected
1086,4,Not Graduate,No,401424,271374,16,617,511316,435925,23957057,7529561,Rejected
1087,5,Not Graduate,Yes,1157688,252502,14,553,2936221,246351,3504691,8343801,Approved
1088,1,Not Graduate,No,294101,507258,6,779,904974,298997,33205517,4613826,Rejected
1089,3,Not Graduate,Yes,967442,148789,8,683,2640998,69687,26606811,11252113,Approved
1090,0,Not Graduate,No,613945,139581,14,599,1135152,357457,21602643,4987892,Rejected
1091,3,Not Graduate,Yes,228154,342776,8,563,2497974,694609,14605576,9314771,Approved
1092,4,Graduate,No,461699,556302,11,894,2324595,646825,21972046,1035893,Approved
1093,4,Graduate,Yes,822540,351142,7,610,878358,294118,20396361,7430103,Approved
1094,4,Not Graduate,No,416640,448165,16,817,1530130,440639,19733880,5915018,Rejected
1095,1,Graduate,No,710628,389808,12,561,1441965,239837,27675308,54046,Approved
1096,1,Not Graduate,Yes,478734,468918,13,833,1256927,146448,3804119,3679928,Rejected
1097,4,Graduate,No,440822,334467,10,840,1564773,413321,39478998,12226809,Rejected
1098,4,Graduate,Yes,979397,275847,16,634,1429648,562466,22448517,12362963,Rejected
1099,1,Not Graduate,No,484399,531533,20,723,1073032,286239,13364299,14217178,Rejected
1100,5,Not Graduate,Yes,745496,229134,14,748,2321920,650895,28841810,11316641,Approved
1101,4,Graduate,No,875770,445215,15,595,2934576,392205,9285497,13993875,Rejected
1102,1,Graduate,No,732438,113001,11,613,2444721,658526,28991311,10530941,Rejected
1103,0,Graduate,Yes,403595,435629,16,632,2075310,449795,26097311,3789453,Rejected
1104,1,Not Graduate,No,1192076,321707,7,636,481698,474563,22902698,10355825,Approved
1105,4,Graduate,No,1104295,521980,20,600,1818185,489741,9657722,3029637,Rejected
1106,5,Not Graduate,No,1038246,182399,16,783,2064569,103824,15517512,9672402,Rejected
1107,5,Graduate,Yes,680203,196061,18,572,385734,711584,21456881,341743,Rejected
1108,0,Graduate,No,493575,189200,20,820,2048015,472642,26387538,7868629,Approved
1109,3,Not Graduate,Yes,1147468,550310,11,730,2463151,375766,29810650,6294300,Rejected
1110,3,Graduate,No,1141588,456327,17,612,1007621,725557,17520746,3427157,Approved
1111,5,Not Graduate,Yes,648635,239303,10,640,534086,385185,32701379,9292132,Rejected
1112,2,Graduate,Yes,971885,150796,11,637,577557,109029,11408183,13575977,Approved
1113,4,Not Graduate,No,758087,253426,10,820,757382,466578,7234000,14632029,Approved
1114,0,Not Graduate,No,224774,372306,12,707,2810868,325794,35749644,9014467,Approved
1115,5,Not Graduate,No,693786,149675,11,628,988239,411555,35295373,12010537,Rejected
1116,2,Graduate,Yes,290500,461379,9,880,2714695,537963,12285579,5261732,Approved
1117,3,Not Graduate,Yes,1107624,465215,20,594,328594,349193,39798142,5879959,Approved
1118,1,Graduate,No,973641,172656,13,811,1216067,326263,17588041,5421101,Rejected
1119,1,Not Graduate,No,292848,417960,7,870,557699,225503,34559004,14822070,Approved
1120,2,Not Graduate,Yes,785822,201948,17,811,1254895,575504,3415576,14547508,Rejected
1121,2,Graduate,Yes,627863,554617,12,646,2764806,769336,36208759,12816558,Rejected
1122,3,Not Graduate,Yes,493203,306385,10,822,1715415,499474,3908887,4951832,Rejected
1123,1,Not Graduate,Yes,375647,357584,8,728,1285251,208034,19710064,11841816,Approved
1124,5,Graduate,Yes,441760,239732,20,747,2187050,589316,24510546,12185898,Rejected
1125,5,Graduate,Yes,540373,157855,19,641,2443012,668964,11115393,3682790,Rejected
1126,3,Not Graduate,No,1167230,406535,11,731,785060,687760,39830111,6840556,Approved
1127,0,Not Graduate,Yes,1071929,554254,9,644,2518326,551248,38824546,13533502,Rejected
1128,4,Not Graduate,No,949474,529873,13,875,2328703,212668,5998336,12562304,Approved
1129,1,Graduate,Yes,866913,544678,17,828,2509835,791277,22221876,9077346,Rejected
1130,2,Not Graduate,No,249096,456557,6,791,1452665,769709,37862298,1125446,Approved
1131,2,Graduate,No,242364,532811,8,586,2259977,94031,4841153,6439583,Approved
1132,1,Not Graduate,No,825933,203701,17,819,2068007,570294,3523575,6996776,Rejected
1133,5,Not Graduate,Yes,253374,355050,14,736,1863525,56063,34473498,9813598,Rejected
1134,2,Graduate,Yes,1046511,495300,7,825,500005,717736,20850802,445814,Approved
1135,4,Graduate,Yes,505822,256833,14,791,2856774,139022,25495928,5413558,Rejected
1136,5,Graduate,No,681035,506349,17,843,593833,598332,15042244,7403721,Rejected
1137,0,Not Graduate,No,760155,359152,9,884,2530246,740765,9653052,7823344,Rejected
1138,2,Graduate,No,225795,242572,11,760,790369,626182,15708327,13950636,Approved
1139,2,Graduate,Yes,934235,329501,6,661,1848809,755882,34413446,11934866,Approved
1140,1,Graduate,No,621871,161397,16,883,2087576,698227,12039577,6768428,Rejected
1141,3,Graduate,Yes,541536,440001,18,578,2334653,576869,17849153,7266999,Approved
1142,2,Not Graduate,Yes,227906,485027,14,710,1139825,692544,15783093,4260991,Approved
1143,4,Graduate,No,1152155,156680,11,670,1628736,597314,10320950,10436551,Approved
1144,1,Not Graduate,Yes,208724,354454,16,681,2173660,297048,29016661,3716876,Approved
1145,2,Graduate,Yes,748229,107156,18,622,572108,188448,38763001,10144700,Rejected
1146,4,Graduate,No,862795,423017,20,792,773266,391573,5766498,11788104,Approved
1147,1,Graduate,No,1119811,166598,14,736,782414,612973,33118750,920383,Rejected
1148,0,Not Graduate,Yes,277957,154386,9,826,1873942,598665,36365159,2438875,Approved
1149,2,Not Graduate,Yes,902595,188553,10,730,391441,353986,29648625,11645547,Rejected
1150,3,Not Graduate,Yes,454769,564470,6,765,953365,74635,14487370,411390,Rejected
1151,1,Not Graduate,Yes,1147893,555325,12,573,1616570,798288,14933248,13075602,Approved
1152,5,Graduate,Yes,622907,390811,6,625,1033228,651413,5167292,12143871,Approved
1153,5,Graduate,Yes,409991,223625,8,652,2552093,638131,6809815,11451412,Rejected
1154,0,Graduate,Yes,256374,433909,12,626,2562424,682220,10110698,3378012,Rejected
1155,4,Not Graduate,No,1102988,256828,16,766,2697072,367957,26521980,13257677,Approved
1156,0,Not Graduate,No,521268,356263,17,728,2884349,749224,39647535,1631831,Rejected
1157,4,Not Graduate,No,692657,594629,17,793,2351528,499254,36431563,13246112,Approved
1158,5,Graduate,Yes,852743,419747,20,607,2917313,790797,5246275,7698256,Rejected
1159,4,Not Graduate,Yes,1108185,136049,20,668,849324,190757,32025575,9765150,Approved
1160,5,Not Graduate,No,741078,289554,6,870,340085,690798,6916934,13760960,Approved
1161,3,Not Graduate,No,918441,230682,13,708,2485765,669980,13352560,7810266,Approved
1162,5,Graduate,Yes,308576,595790,20,791,1162423,698635,26418281,2949053,Rejected
1163,4,Graduate,Yes,587405,152611,7,667,2643711,110558,24749999,1714815,Rejected
1164,1,Graduate,No,568770,538773,7,855,644050,77886,39283591,2891032,Rejected
1165,1,Graduate,Yes,792672,429173,16,621,1156805,733859,28525902,6152817,Approved
1166,1,Graduate,Yes,1173524,548612,6,612,1120367,793607,7167165,4712090,Approved
1167,3,Not Graduate,No,632236,193211,7,622,2451232,537774,549134,2906579,Approved
1168,0,Not Graduate,Yes,1088348,579483,9,883,2769959,307268,843848,5752584,Approved
1169,4,Not Graduate,No,828405,511970,10,746,2917191,285724,19701500,12711383,Approved
1170,1,Not Graduate,No,568718,182825,18,822,418717,679353,5806877,6794123,Rejected
1171,5,Graduate,Yes,581630,397771,11,704,345351,536254,16560654,2451662,Approved
1172,3,Not Graduate,No,702661,527893,7,611,2049332,696196,490644,7633504,Rejected
1173,1,Graduate,No,1127290,380294,14,832,2373411,557109,14629139,4356632,Approved
1174,1,Graduate,Yes,1027175,324733,11,746,2044470,170539,28817407,1777902,Rejected
1175,1,Not Graduate,Yes,355680,512479,12,730,644787,697702,35418651,12743608,Approved
1176,4,Graduate,No,690299,500150,14,687,1464498,623671,16507528,11252156,Approved
1177,1,Graduate,No,211398,416933,9,629,851679,748955,16363738,3948562,Rejected
1178,0,Not Graduate,No,826035,237985,8,703,1523098,238272,22821443,13965635,Rejected
1179,3,Graduate,No,788610,578092,7,576,2004734,757389,30355509,7869426,Rejected
1180,3,Not Graduate,No,1106301,400387,9,716,1885853,356658,20475599,11573610,Approved
1181,1,Not Graduate,No,284642,295839,16,853,729738,564080,972588,8924046,Rejected
1182,3,Not Graduate,Yes,806396,374846,19,707,1947234,443100,21330054,5066137,Approved
1183,2,Graduate,Yes,885146,331015,18,696,1674983,288080,26256538,4112063,Approved
1184,0,Not Graduate,Yes,287409,183712,10,571,2777261,250159,18884320,2389307,Rejected
1185,3,Graduate,No,999721,486616,6,771,2538955,85380,32434629,4713919,Approved
1186,3,Graduate,Yes,874735,132426,16,835,1289029,296118,5928554,1233541,Approved
1187,1,Not Graduate,Yes,860064,126656,17,682,2761899,100222,39126990,3914170,Approved
1188,0,Not Graduate,No,822138,449395,19,870,2982800,481784,36958496,10263975,Approved
1189,4,Not Graduate,Yes,685881,254401,13,579,811860,626070,5765577,5500839,Approved
1190,3,Graduate,No,550561,572094,14,642,966585,147801,16032443,10255247,Approved
1191,5,Not Graduate,No,636872,127176,12,823,342717,473833,4986530,1900136,Rejected
1192,5,Not Graduate,Yes,1006282,331938,11,808,1154987,795906,35909284,1680806,Approved
1193,5,Graduate,No,343245,237952,8,596,2717136,430238,17340206,9763564,Approved
1194,3,Graduate,No,943693,480921,20,805,1281828,222857,25233540,8590090,Rejected
1195,1,Graduate,No,534856,332136,17,831,2542656,274718,23645666,7882156,Approved
1196,3,Not Graduate,No,414649,393449,7,823,1125335,698765,8835191,4097352,Rejected
1197,3,Not Graduate,No,459614,156498,11,760,1732410,603474,20465126,8712079,Approved
1198,4,Graduate,Yes,1124359,565367,12,639,2611155,294333,39292608,11447419,Rejected
1199,1,Not Graduate,No,1000647,128221,14,758,2347933,740523,24045908,9675038,Approved
1200,0,Graduate,Yes,633080,560046,14,630,583438,154859,29854607,195827,Approved
1201,2,Graduate,No,1012922,491237,8,578,1632738,285385,39902968,10029672,Rejected
1202,4,Graduate,Yes,431574,281766,8,699,1126228,420399,31026312,4400104,Approved
1203,1,Not Graduate,Yes,365139,128553,8,795,867018,320383,34729830,10920165,Rejected
1204,4,Not Graduate,No,391394,238016,19,627,1307347,397901,35464543,10165419,Approved
1205,0,Graduate,Yes,928649,560326,20,712,1237564,170198,20982274,8012352,Rejected
1206,5,Graduate,Yes,708381,270169,9,727,2356364,182433,8493637,7520906,Rejected
1207,2,Not Graduate,No,722362,591243,10,563,1755394,677913,5402020,4986481,Rejected
1208,0,Not Graduate,Yes,607024,123156,6,555,2813945,389123,35575213,8577229,Rejected
1209,2,Not Graduate,Yes,732166,247474,12,818,997213,85998,9391320,12384797,Rejected
1210,5,Not Graduate,Yes,314340,163939,10,697,2224790,311861,4878919,10406427,Approved
1211,4,Graduate,Yes,604212,309576,18,664,727029,519289,25966726,12565499,Approved
1212,4,Not Graduate,No,490721,418569,6,810,1118720,618621,38784576,5979197,Approved
1213,0,Graduate,Yes,1183739,291521,19,712,1461873,200679,24417710,13408687,Rejected
1214,0,Not Graduate,Yes,1189103,599949,9,890,2159835,663849,12989444,8256389,Rejected
1215,4,Not Graduate,No,952139,345112,8,763,1127964,271383,16333496,7842673,Approved
1216,1,Not Graduate,Yes,333037,218252,16,589,1193318,787490,27656389,8980200,Approved
1217,4,Not Graduate,No,1149526,162522,8,843,1027989,361313,15120972,1753849,Approved
1218,4,Not Graduate,Yes,1114372,363634,20,633,564790,689642,2691341,9883213,Rejected
1219,1,Not Graduate,No,588167,507949,8,560,2825853,69502,28699286,4253906,Rejected
1220,0,Graduate,Yes,1118633,434258,15,744,2135567,609851,3527259,13989921,Approved
1221,0,Graduate,Yes,205678,277647,8,689,608430,608464,35378489,10100777,Approved
1222,5,Graduate,No,500137,426288,15,844,624747,757445,9083843,7081563,Rejected
1223,0,Graduate,No,900884,502605,6,686,2922226,304719,32967023,650021,Approved
1224,3,Graduate,No,305419,123025,20,581,1088792,515271,12847269,4026263,Approved
1225,3,Graduate,Yes,338966,474698,8,866,1181839,695602,39630016,7210018,Approved
1226,3,Graduate,No,494917,171077,19,754,2030518,799685,17300521,14287939,Rejected
1227,2,Graduate,Yes,222665,329899,11,618,1840623,631178,26877339,2511186,Rejected
1228,1,Not Graduate,Yes,937835,298851,9,778,802581,243877,22052173,12507325,Rejected
1229,2,Graduate,Yes,942025,207981,7,819,1940099,753120,25587135,2002930,Rejected
1230,2,Graduate,No,1185853,517433,9,829,2076644,320782,38160503,12751470,Rejected
1231,0,Graduate,Yes,391215,274757,11,761,1278750,619951,36660051,6691537,Rejected
1232,1,Not Graduate,No,556437,521035,15,588,999367,678958,15693176,14642919,Rejected
1233,3,Graduate,Yes,722885,129770,11,830,2787012,253362,28375947,7966270,Rejected
1234,0,Not Graduate,No,748106,552903,15,718,930070,202241,33507419,11407285,Rejected
1235,3,Graduate,Yes,329999,434845,17,689,563239,301279,21053893,12658361,Rejected
1236,1,Graduate,Yes,715821,564232,7,579,2203777,191277,23864971,1161407,Approved
1237,2,Not Graduate,Yes,482206,249921,13,887,731548,591882,3623455,2621719,Rejected
1238,4,Graduate,Yes,222737,334534,14,653,1532781,80956,843424,396889,Rejected
1239,1,Graduate,Yes,655045,361744,19,820,1369902,292236,23899553,4986704,Approved
1240,1,Graduate,Yes,592128,550349,7,785,2441030,408593,25818463,13106741,Rejected
1241,3,Graduate,No,366611,481447,12,844,1621558,702947,15442804,5816739,Approved
1242,2,Not Graduate,No,591358,297684,14,698,367442,490004,8786065,11450472,Rejected
1243,0,Not Graduate,Yes,286628,219909,14,604,1493927,186556,22632030,119784,Rejected
1244,1,Not Graduate,Yes,819796,337267,13,815,2176985,621328,10482411,6448201,Approved
1245,5,Not Graduate,No,1187759,369458,6,584,927167,733352,13287350,6397304,Rejected
1246,1,Graduate,Yes,1101538,434206,16,867,2966051,759937,16793940,11823039,Rejected
1247,5,Not Graduate,No,770370,331153,17,565,1676947,649114,11984746,5366002,Approved
1248,3,Graduate,Yes,208325,458435,17,654,2536417,141086,14693642,13821636,Rejected
1249,2,Graduate,Yes,862152,234894,19,879,1782789,772237,4771073,3467004,Rejected
1250,3,Not Graduate,Yes,987917,451331,20,614,1989121,485205,11596004,859420,Rejected
1251,5,Graduate,Yes,1039779,263475,19,645,1581975,298157,8829289,3120071,Approved
1252,3,Graduate,No,520758,171685,11,729,707528,499544,38061117,12981579,Approved
